# BLASTN 2.13.0+
# Query: homSap_RSAD2_CCDS1656
# Database: nr					
# Fields: subject id, ?
# 901 hits found
gi|1519313597|ref|NM_080657.5| Homo sapiens radical S-adenosyl methionine domain containing 2 (RSAD2), transcript variant 1, mRNA
gi|17974549|gb|AF442151.1|AF442151 Homo sapiens viperin mRNA, complete cds
gi|164690472|dbj|AK312670.1| Homo sapiens cDNA, FLJ93063, highly similar to Homo sapiens viperin (cig5), mRNA
gi|123982161|gb|DQ891977.2| Synthetic construct clone IMAGE:100004607; FLH182016.01X; RZPDo839B09138D radical S-adenosyl methionine domain containing 2 (RSAD2) gene, encodes complete protein
gi|17389924|gb|BC017969.1| Homo sapiens radical S-adenosyl methionine domain containing 2, mRNA (cDNA clone MGC:24122 IMAGE:4669203), complete cds
gi|1147687742|emb|LT738872.1| Human ORFeome Gateway entry vector pENTR223-RSAD2, complete sequence
gi|649128850|gb|KJ899923.1| Synthetic construct Homo sapiens clone ccsbBroadEn_09317 RSAD2 gene, encodes complete protein
gi|123996984|gb|DQ895168.2| Synthetic construct Homo sapiens clone IMAGE:100009628; FLH182012.01L; RZPDo839B09137D radical S-adenosyl methionine domain containing 2 (RSAD2) gene, encodes complete protein
gi|525343096|ref|NM_001279645.1| Gorilla gorilla radical S-adenosyl methionine domain containing 2 (RSAD2), mRNA >gi|397134544|gb|JQ437822.1| Gorilla gorilla radical S-adenosyl methionine domain-containing protein 2 (RSAD2) mRNA, complete cds
gi|2612970|gb|AF026941.1|AF026941 Homo sapiens cig5 mRNA, partial sequence
gi|1849088556|ref|XM_003812050.3| PREDICTED: Pan paniscus radical S-adenosyl methionine domain containing 2 (RSAD2), transcript variant X1, mRNA
gi|525344635|ref|NM_001280531.1| Pan troglodytes radical S-adenosyl methionine domain containing 2 (RSAD2), mRNA >gi|397134542|gb|JQ437821.1| Pan troglodytes radical S-adenosyl methionine domain-containing protein 2 (RSAD2) mRNA, complete cds
gi|397134546|gb|JQ437823.1| Pongo pygmaeus radical S-adenosyl methionine domain-containing protein 2 (RSAD2) mRNA, complete cds
gi|207079832|ref|NM_001135534.1| Pongo abelii radical S-adenosyl methionine domain containing 2 (RSAD2), mRNA >gi|55727265|emb|CR858150.1| Pongo abelii mRNA; cDNA DKFZp468O0611 (from clone DKFZp468O0611)
gi|1743178083|ref|XM_003276541.3| PREDICTED: Nomascus leucogenys radical S-adenosyl methionine domain containing 2 (RSAD2), mRNA
gi|397134550|gb|JQ437825.1| Hylobates agilis radical S-adenosyl methionine domain-containing protein 2 (RSAD2) mRNA, complete cds
gi|1800014135|ref|XM_032172132.1| PREDICTED: Hylobates moloch radical S-adenosyl methionine domain containing 2 (RSAD2), mRNA
